x-coordinate,y_coordinate,Total counts,Total counts uncertainty,Mean background count
200,0,268652.7512811806,518.3172303533624,3426.3012790648427
201,256,79021.7446529152,281.10806579128104,3426.3012790648427
113,188,33791.949303290836,183.82586679597307,3426.3012790648427
9,22,19960.711977468127,141.2823838186068,3426.3012790648427
229,224,10804.077209775103,103.94266308775768,3426.3012790648427
54,383,10367.968256321205,101.82322061455925,3426.3012790648427
26,382,8966.558023802463,94.69191107904868,3426.3012790648427
24,310,5048.718139850069,71.05433230880485,3426.3012790648427
129,282,3144.3462792766077,56.07447083367446,3426.3012790648427
232,310,2917.3462792766077,54.01246411039407,3426.3012790648427
128,300,2997.141163017237,54.746152038451406,3426.3012790648427
199,138,5092.077209775103,71.35879209862722,3426.3012790648427
9,243,1460.5641861844051,38.21732834964272,3426.3012790648427
148,89,2501.141163017237,50.01141032821647,3426.3012790648427
44,209,983.6731396383038,31.363563886113194,3426.3012790648427
158,252,1602.8654652492478,40.03580229306324,3426.3012790648427
1,3,780.0833721570452,27.92997264869848,3426.3012790648427
23,33,1573.5641861844051,39.66817598761512,3426.3012790648427
200,73,141693.43212206842,376.4218805038682,3427.7951839166994
236,2,83663.34876841036,289.2461732995103,3427.7951839166994
48,114,41803.04683540258,204.45793414637296,3427.7951839166994
200,263,12479.300872663229,111.710791209548,3427.7951839166994
57,400,7018.385286664028,83.77580370646425,3427.7951839166994
154,292,8634.590102747328,92.9224951384073,3427.7951839166994
23,380,4637.421539831823,68.09861628426691,3427.7951839166994
38,169,6972.97565449743,83.50434512345707,3427.7951839166994
168,115,5680.541941914333,75.36937005119741,3427.7951839166994
62,151,10307.192378245938,101.52434377156021,3427.7951839166994
141,137,3773.626355915126,61.429849063099006,3427.7951839166994
67,318,4378.035988081725,66.16672870923668,3427.7951839166994
219,8,4104.517861497837,64.06651123245152,3427.7951839166994
56,171,4981.975654497439,70.58311168046815,3427.7951839166994
108,361,1713.3252181658145,41.392332842759835,3427.7951839166994
8,322,1807.9396664157161,42.519873781747236,3427.7951839166994
48,234,2519.397459415323,50.19359978538422,3427.7951839166994
23,315,1584.530034249115,39.80615573311639,3427.7951839166994
169,73,761.4577929996067,27.594524692402416,3427.7951839166994
11,58,2519.4215398318256,50.19383966017967,3427.7951839166994
27,109,148616.61431787204,385.5082545392148,3424.03044300034
6,0,143848.1834968552,379.2732306620851,3424.03044300034
50,333,88231.1742588339,297.0373280563133,3424.03044300034
68,292,49033.35880691496,221.4347732559522,3424.03044300034
37,192,36997.38924991526,192.3470541752986,3424.03044300034
198,293,16829.864370965006,129.72996712774196,3424.03044300034
40,207,10307.564559972816,101.52617672291622,3424.03044300034
232,219,3659.5082929833497,60.49386987937992,3424.03044300034
203,21,156.9391139993204,12.527534234609794,3424.03044300034
33,37,2717.599621984369,52.130601588552274,3424.03044300034
211,353,169006.8043902046,411.10437165056345,3414.3085854733454
185,7,23757.74701245874,154.13548265230412,3414.3085854733454
53,63,50588.23646071725,224.91828840874024,3414.3085854733454
214,6,13607.215696245426,116.64997083688202,3414.3085854733454
168,100,7228.781845919133,85.02224324210185,3414.3085854733454
187,369,4999.187897279422,70.70493545205612,3414.3085854733454
20,30,4741.250529705896,68.85673917421515,3414.3085854733454
236,77,8113.106619204993,90.07278511961864,3414.3085854733454
112,55,1751.3596067463295,41.849248580426504,3414.3085854733454
64,34,2170.051021272984,46.58380642748062,3414.3085854733454
90,299,1505.668192219675,38.80294050996232,3414.3085854733454
48,51,1416.9767776930203,37.64275199414916,3414.3085854733454
188,156,1321.5197050597471,36.35271248558692,3414.3085854733454
216,63,704.2969743198555,26.538594053187058,3414.3085854733454
65,255,1597.9767776930203,39.97470172112633,3414.3085854733454
59,198,4208.930333079061,64.87626941400886,3414.3085854733454
13,77,2417446.6550076073,1554.814025858915,3409.913968488271
109,328,641090.3423290569,800.6811739569358,3409.913968488271
63,109,27241.635529313568,165.05040299651972,3409.913968488271
113,210,36674.732663735886,191.50648204104186,3409.913968488271
123,375,17777.721560825306,133.3331225195949,3409.913968488271
102,269,18313.646632224067,135.32792258888801,3409.913968488271
24,248,19436.034239322216,139.41317814081356,3409.913968488271
135,30,5807.043481051255,76.20395974653322,3409.913968488271
107,22,6975.710457914849,83.5207187344245,3409.913968488271
41,55,7191.796489426578,84.80446031563775,3409.913968488271
115,308,3598.613323492611,59.988443249451066,3409.913968488271
227,323,6325.9685524500355,79.53595760692164,3409.913968488271
38,349,2238.494913840136,47.312735218333515,3409.913968488271
185,271,2106.3228508166785,45.894693057222625,3409.913968488271
18,135,4068.215544074713,63.782564577435366,3409.913968488271
86,238,1935.2368193049497,43.991326637246914,3409.913968488271
169,12,1756.2368193049497,41.90747927643644,3409.913968488271
132,127,5023.108237332747,70.87388967266257,3409.913968488271
11,263,1763.2368193049497,41.99091353263167,3409.913968488271
194,318,3101.043481051255,55.687013576338025,3409.913968488271
103,247,186678.9731109468,432.0636216009707,3405.811565251398
121,58,7135.044867932898,84.46919478681502,3405.811565251398
158,98,24576.71686167555,156.7696299085877,3405.811565251398
111,0,8075.408779106011,89.86327825706121,3405.811565251398
128,37,6671.5673018993475,81.67966271905968,3405.811565251398
183,123,5075.044867932898,71.23934915433253,3405.811565251398
196,179,6443.886345139562,80.27382104484352,3405.811565251398
44,106,5611.3788671507455,74.90913740760033,3405.811565251398
56,28,4290.2333026815,65.49987253942942,3405.811565251398
76,360,1681.8993034636533,41.01096564900238,3405.811565251398
38,246,2923.725824692684,54.071488093936196,3405.811565251398
185,113,1502.0877382122553,38.75677667469594,3405.811565251398
166,48,1822.2761729608574,42.68812683827738,3405.811565251398
135,35,1779.0877382122553,42.17923349484027,3405.811565251398
60,6,1422.2761729608574,37.71307694899552,3405.811565251398
202,114,261.7537389944082,16.178805240017205,3405.811565251398
67,257,1176.145564469245,34.294978706353575,3405.811565251398
173,57,130750.42336028902,361.59428004365475,3405.328661275831
103,29,18653.616711590294,136.57824391750793,3405.328661275831
153,345,9746.035759209342,98.72201253625931,3405.328661275831
54,98,20645.456244384543,143.68526801445074,3405.328661275831
110,346,19803.015453728658,140.72318733502541,3405.328661275831
217,290,4672.552920035938,68.35607449258579,3405.328661275831
178,0,2923.8255166217423,54.07240993909687,3405.328661275831
236,146,3567.16819407008,59.72577495579342,3405.328661275831
177,336,5230.895597484276,72.32493067735548,3405.328661275831
105,354,864.0560646900267,29.394830577671758,3405.328661275831
115,68,1717.12614555256,41.43822082996035,3405.328661275831
102,349,762.0560646900267,27.605362969720698,3405.328661275831
108,38,239771.49595772664,489.66467705739876,3418.1852364597094
143,349,25087.252132100355,158.38955815362436,3418.1852364597094
25,90,21174.43875297224,145.51439362816396,3418.1852364597094
17,370,10818.366319682982,104.01137591476704,3418.1852364597094
94,148,10103.181083223273,100.51458144579459,3418.1852364597094
121,82,5862.959630118901,76.56996558781323,3418.1852364597094
30,61,3499.4791228533695,59.15639545183065,3418.1852364597094
124,135,2211.9986155878473,47.03188934741881,3418.1852364597094
232,178,1849.9986155878473,43.01161024174574,3418.1852364597094
167,351,3269.29388639366,57.17773943060061,3418.1852364597094
142,272,2683.4053051519163,51.80159558500024,3418.1852364597094
224,312,2212.1462509907537,47.033458845706356,3418.1852364597094
122,134,251.44429062087193,15.856995006017751,3418.1852364597094
236,273,280170.1910312375,529.3110531920125,3419.8221718306277
183,394,136871.81496630315,369.9619101560364,3419.8221718306277
67,348,29330.962912728435,171.2628474384577,3419.8221718306277
111,105,43062.99052685104,207.51624159773866,3419.8221718306277
236,26,9065.914487347949,95.21509590053432,3419.8221718306277
64,316,6737.803628194808,82.08412531174837,3419.8221718306277
62,283,7430.31630144535,86.1992824879961,3419.8221718306277
116,294,4511.625800025436,67.1686370267064,3419.8221718306277
23,260,6296.738926800329,79.3519938426271,3419.8221718306277
57,251,5338.870597211042,73.06757555312097,3419.8221718306277
19,312,1427.6235324036807,37.78390573251633,3419.8221718306277
77,188,2343.468783113638,48.40938734495241,3419.8221718306277
132,271,1593.801360573053,39.92244181626486,3419.8221718306277
214,279,1588.801360573053,39.859771205728876,3419.8221718306277
4,235,1552.801360573053,39.40560062444237,3419.8221718306277
0,273,350200.9085768441,591.7777526883248,3421.738124342308
143,202,94958.17656437549,308.1528461078617,3421.738124342308
2,26,20822.783182219217,144.30101587382958,3421.738124342308
169,277,49287.515194676875,222.00791696396072,3421.738124342308
185,334,40646.41896703841,201.609570623615,3421.738124342308
225,153,10785.68817695768,103.8541678362389,3421.738124342308
75,209,15464.233846023053,124.35527269087972,3421.738124342308
193,256,7359.593171696142,85.78807126690833,3421.738124342308
112,330,11519.33007366152,107.32814203954861,3421.738124342308
190,110,7056.688176957679,84.00409619154104,3421.738124342308
152,286,4459.570031569223,66.78001221600086,3421.738124342308
188,134,6256.092560507677,79.09546485423597,3421.738124342308
232,186,2738.99877762307,52.33544475423009,3421.738124342308
125,5,2987.570031569223,54.65866840281807,3421.738124342308
11,356,1793.070642757688,42.34466486769836,3421.738124342308
81,43,1293.499388811535,35.96525251977991,3421.738124342308
41,262,177986.10584652546,421.8839957221955,3422.087085680214
223,25,69752.65509641246,264.10727952181185,3422.087085680214
33,322,37716.79612219037,194.2081257882645,3422.087085680214
121,242,34624.62789211978,186.07694078557876,3422.087085680214
148,215,25732.895090450264,160.41475957794614,3422.087085680214
155,121,54112.04252600641,232.61995298341543,3422.087085680214
168,179,46671.19293220747,216.03516596195044,3422.087085680214
129,272,14260.333489496254,119.41663824399117,3422.087085680214
206,167,8916.207316943313,94.42567085778799,3422.087085680214
122,325,8419.159318135826,91.75597701586435,3422.087085680214
61,10,7520.729831024597,86.72214152697451,3422.087085680214
103,246,4327.994058710159,65.78749165844643,3422.087085680214
142,106,5251.426516466308,72.46672696118067,3422.087085680214
22,224,5662.816916704811,75.25169045745625,3422.087085680214
112,318,1193.606629116577,34.54861254980548,3422.087085680214
30,287,9624.333489496254,98.10368744087172,3422.087085680214
80,26,1989.6486866342238,44.60547821326685,3422.087085680214
125,5,1810.7357723144378,42.55274106699165,3422.087085680214
191,231,2025.6486866342238,45.00720705214026,3422.087085680214
106,220,1821.6486866342238,42.68077654675725,3422.087085680214
43,380,714.0420575176468,26.721565401705917,3422.087085680214
189,162,87618.55050033967,296.0043082462478,3420.763865332429
57,8,124191.4126950482,352.4080201911531,3420.763865332429
167,139,40748.04626017626,201.861453131043,3420.763865332429
129,108,50349.9084548844,224.3878527346888,3420.763865332429
63,400,10607.974813432855,102.9950232459455,3420.763865332429
209,84,5500.334464043421,74.16423979279651,3420.763865332429
47,102,7449.779850746281,86.31210720835334,3420.763865332429
229,74,7216.654638738133,84.95089545577571,3420.763865332429
153,156,7051.668928086847,83.97421585276547,3420.763865332429
197,149,2561.9731173677037,50.61593738505397,3420.763865332429
110,105,5062.001696065132,71.14774554450149,3420.763865332429
119,163,3153.862194708273,56.1592574266102,3420.763865332429
144,26,3585.098329375844,59.87569063798633,3420.763865332429
200,209,2779.9176560379883,52.72492442894526,3420.763865332429
72,159,2961.862194708273,54.42299325384697,3420.763865332429
132,90,1903.8479053595634,43.63310561213313,3420.763865332429
135,354,2848.334464043415,53.36978980700051,3420.763865332429
136,224,2079.681521370417,45.60352531735257,3420.763865332429
116,242,108177.47210789661,328.90343888122635,3419.2706578864054
166,221,15394.347369087569,124.07395927062039,3419.2706578864054
175,73,16466.68039637814,128.32256386301725,3419.2706578864054
22,400,5065.843158361298,71.17473679867948,3419.2706578864054
192,88,6815.076711201164,82.55347788676842,3419.2706578864054
220,109,3004.903026657379,54.8169957828535,3419.2706578864054
89,196,3500.737763566136,59.16703274261889,3419.2706578864054
128,346,1787.4215791806491,42.27790887899553,3419.2706578864054
231,255,3804.8886848603797,61.68377975497594,3419.2706578864054
216,160,3989.8886848603797,63.1655656577251,3419.2706578864054
234,210,1464.6922370670545,38.27129782313443,3419.2706578864054
93,377,1523.6922370670545,39.03450059968815,3419.2706578864054
175,164,1749.1509212942437,41.82285166382421,3419.2706578864054
185,207,1424.96289495346,37.74868070480689,3419.2706578864054
60,324,3096.865921610839,55.64949165635603,3419.2706578864054
216,301,661.7521053631353,25.724542860139135,3419.2706578864054
231,382,21976.066005244968,148.24326630658462,3412.8907074473127
64,85,8329.492085057977,91.26605110914998,3412.8907074473127
27,379,4474.24604252899,66.88980522119189,3412.8907074473127
156,254,4026.9947233719868,63.45860637748033,3412.8907074473127
11,383,2503.0274574236155,50.030265414283136,3412.8907074473127
130,184,1911.1694840279315,43.71692445755913,3412.8907074473127
0,210,681.7486808429967,26.11031751708502,3412.8907074473127
97,74,1453.950898922557,38.13070808315205,3412.8907074473127
76,175,1359.0601914752442,36.86543355875859,3412.8907074473127
79,371,1243.8416063698696,35.268138685928264,3412.8907074473127
218,368,1295.8416063698696,35.99780002124949,3412.8907074473127
149,237,1170.950898922557,34.219159821985066,3412.8907074473127
13,350,1093.8416063698696,33.073276317441994,3412.8907074473127
121,197,1352.0601914752442,36.770371108750645,3412.8907074473127
52,226,635.4208031849348,25.207554486402184,3412.8907074473127
113,388,41502.5478935299,203.72174133736905,3409.624755645255
233,78,39756.79154030664,199.3910518060092,3409.624755645255
197,109,53513.433889493266,231.32970818615854,3409.624755645255
22,79,18765.785675792824,136.98826838745288,3409.624755645255
154,228,12640.276879021987,112.42898593788875,3409.624755645255
236,146,4018.7602628992927,63.39369261132603,3409.624755645255
182,54,12840.158965309602,113.3144252304604,3409.624755645255
126,137,4323.642349186901,65.75440935166934,3409.624755645255
168,372,5032.644304024867,70.94113266663331,3409.624755645255
84,302,1989.1315975781167,44.59968158606199,3409.624755645255
143,322,2541.7602628992927,50.41587312443664,3409.624755645255
222,287,1607.5068419328618,40.0937257177836,3409.624755645255
53,227,2929.261240318273,54.1226499750176,3409.624755645255
194,309,1361.2553758043914,36.895194481184014,3409.624755645255
219,309,2297.261240318273,47.92975318440804,3409.624755645255
80,141,730.8781766116858,27.034758674929684,3409.624755645255
0,380,770.628665321176,27.760199302619856,3409.624755645255
177,334,1427.5068419328618,37.782361518741276,3409.624755645255
143,54,72466.56136416487,269.1961392073907,3411.6706052848713
56,38,65179.90257473463,255.30354986708397,3411.6706052848713
